Date,AAPL,JNJ,JPM,KO,MSFT,PEP,PG,XOM
2024-02-23 00:00:00+00:00,180.7073974609375,152.558837890625,175.3662872314453,57.290443420410156,404.1370544433594,156.62332153320312,151.8118133544922,97.11271667480469
2024-02-26 00:00:00+00:00,179.36093139648438,151.56903076171875,174.7657928466797,56.83174514770508,401.3793640136719,155.3858642578125,151.0482177734375,97.49615478515625
2024-02-27 00:00:00+00:00,180.8163299560547,151.74815368652344,174.85159301757812,56.485374450683594,401.3202209472656,155.29348754882812,150.18087768554688,97.2904052734375
2024-02-28 00:00:00+00:00,179.61830139160156,152.2854766845703,175.7379913330078,56.54154586791992,401.55657958984375,154.2499542236328,150.88790893554688,97.5616226196289
2024-02-29 00:00:00+00:00,178.95498657226562,152.12522888183594,177.33926391601562,56.185821533203125,407.38714599609375,153.85447692871094,149.84146118164062,97.7486572265625
2024-03-01 00:00:00+00:00,177.8758087158203,152.82278442382812,176.6053466796875,55.72712326049805,409.218994140625,153.1565704345703,149.75662231445312,98.98314666748047
2024-03-04 00:00:00+00:00,173.3611297607422,150.67352294921875,177.93020629882812,55.98923873901367,408.6478271484375,153.8824005126953,150.4259490966797,97.5990219116211
2024-03-05 00:00:00+00:00,168.4305419921875,150.7960968017578,179.7125701904297,55.71775817871094,396.563232421875,150.78372192382812,150.19970703125,98.79609680175781
2024-03-06 00:00:00+00:00,167.44046020507812,150.2022247314453,180.6466064453125,55.745849609375,396.0116882324219,151.67701721191406,150.43540954589844,99.8528823852539
2024-03-07 00:00:00+00:00,167.32167053222656,149.75917053222656,179.06442260742188,55.64286804199219,402.9551696777344,151.77938842773438,151.42529296875,100.41402435302734
2024-03-08 00:00:00+00:00,169.03448486328125,150.37188720703125,179.39804077148438,55.71775817871094,400.0793151855469,151.7235565185547,151.17076110839844,101.35858917236328
2024-03-11 00:00:00+00:00,171.03445434570312,151.98385620117188,179.4647216796875,56.39176559448242,398.4049987792969,153.28683471679688,152.30206298828125,101.9571304321289
2024-03-12 00:00:00+00:00,171.50965881347656,153.40725708007812,180.9420928955078,56.63515853881836,409.0023498535156,153.1100311279297,152.66030883789062,101.30247497558594
2024-03-13 00:00:00+00:00,169.43052673339844,151.86129760742188,182.40992736816406,57.215553283691406,408.8250732421875,153.8172607421875,153.00914001464844,102.43408966064453
2024-03-14 00:00:00+00:00,171.2819366455078,150.07968139648438,179.15972900390625,57.08816909790039,418.7920837402344,153.33338928222656,152.25491333007812,104.2484130859375
2024-03-15 00:00:00+00:00,170.9057159423828,149.10873413085938,181.3805389404297,56.503135681152344,410.1251220703125,153.2217254638672,152.14183044433594,104.06135559082031
2024-03-18 00:00:00+00:00,171.9947967529297,147.77015686035156,183.62991333007812,56.73903274536133,411.01153564453125,159.36325073242188,151.9815216064453,105.02464294433594
2024-03-19 00:00:00+00:00,174.33135986328125,147.25169372558594,184.70693969726562,56.83339309692383,415.0397033691406,159.86572265625,152.56605529785156,105.7634506225586
2024-03-20 00:00:00+00:00,176.8956298828125,146.82752990722656,187.12786865234375,57.32406997680664,418.80194091796875,159.9215545654297,152.7168731689453,105.66993713378906
2024-03-21 00:00:00+00:00,169.66810607910156,146.81809997558594,189.7299346923828,57.059852600097656,422.8793640136719,160.47056579589844,152.59432983398438,106.13753509521484
2024-03-22 00:00:00+00:00,170.569091796875,146.32791137695312,187.404296875,57.078731536865234,422.2588806152344,160.07046508789062,152.40573120117188,106.13753509521484
2024-03-25 00:00:00+00:00,169.15330505371094,146.31849670410156,185.6886749267578,56.993804931640625,416.4677734375,160.6101531982422,151.01991271972656,107.22239685058594
2024-03-26 00:00:00+00:00,168.02462768554688,146.83697509765625,186.55599975585938,57.12591552734375,415.2760009765625,160.73110961914062,151.3592987060547,106.4181137084961
2024-03-27 00:00:00+00:00,171.5888671875,148.90135192871094,190.16839599609375,57.58827590942383,415.059326171875,161.51280212402344,153.30136108398438,107.52165985107422
2024-03-28 00:00:00+00:00,169.7770233154297,149.11817932128906,190.91183471679688,57.72981643676758,414.360107421875,162.8527374267578,152.96200561523438,108.7093734741211
2024-04-01 00:00:00+00:00,168.34144592285156,148.73167419433594,189.61557006835938,57.25801086425781,418.15191650390625,160.9637451171875,151.38758850097656,109.41078186035156
2024-04-02 00:00:00+00:00,167.16323852539062,148.6845245361328,189.539306640625,56.757904052734375,415.0692443847656,159.53076171875,151.378173828125,111.55243682861328
2024-04-03 00:00:00+00:00,167.96522521972656,145.41351318359375,189.00555419921875,56.455955505371094,414.09423828125,157.8929901123047,147.21119689941406,111.5711441040039
2024-04-04 00:00:00+00:00,167.14346313476562,143.7544708251953,187.56753540039062,55.95583724975586,411.5631103515625,157.8650665283203,146.55125427246094,111.96393585205078
2024-04-05 00:00:00+00:00,167.89590454101562,143.6508026123047,189.2931671142578,56.153995513916016,419.0875549316406,157.39051818847656,147.16404724121094,113.50702667236328
2024-04-08 00:00:00+00:00,166.77711486816406,142.8966522216797,190.28060913085938,55.92753219604492,418.171630859375,157.7999267578125,147.1074676513672,112.74015045166016
2024-04-09 00:00:00+00:00,167.9850311279297,143.5565185546875,189.00555419921875,56.35215759277344,419.8360595703125,158.75840759277344,147.69198608398438,113.32933807373047
2024-04-10 00:00:00+00:00,166.11378479003906,141.5863800048828,187.3949737548828,55.597267150878906,416.8617248535156,157.2136993408203,148.23880004882812,114.28326416015625
2024-04-11 00:00:00+00:00,173.3016815185547,140.25721740722656,187.3566131591797,55.71993637084961,421.4610900878906,156.66468811035156,146.9188995361328,113.89982604980469
2024-04-12 00:00:00+00:00,174.7967071533203,139.06005859375,175.23880004882812,54.99335861206055,415.52227783203125,156.42274475097656,146.43812561035156,112.57180786132812
2024-04-15 00:00:00+00:00,170.9750213623047,139.12606811523438,175.33465576171875,54.86125183105469,407.38714599609375,155.35260009765625,146.55125427246094,111.926513671875
2024-04-16 00:00:00+00:00,167.6978759765625,136.16612243652344,173.3309783935547,54.7857666015625,408.31292724609375,155.8644256591797,147.02264404296875,111.00065612792969
2024-04-17 00:00:00+00:00,166.33160400390625,136.4677734375,172.64076232910156,55.21038818359375,405.6143493652344,157.70689392089844,147.97482299804688,110.94454193115234
2024-04-18 00:00:00+00:00,165.38111877441406,137.3821258544922,173.7624053955078,55.58782958984375,398.1587829589844,160.30308532714844,149.24342346191406,110.84166717529297
2024-04-19 00:00:00+00:00,163.3614044189453,139.4276885986328,178.12442016601562,56.77676773071289,393.08660888671875,162.0338897705078,150.04995727539062,112.11355590820312
2024-04-22 00:00:00+00:00,164.1930389404297,140.56829833984375,181.58531188964844,57.135345458984375,394.8988037109375,164.2020263671875,152.32713317871094,112.74951171875
2024-04-23 00:00:00+00:00,165.24252319335938,140.9830780029297,184.2025146484375,57.22026824951172,401.4089050292969,159.32601928710938,153.238037109375,113.18905639648438
2024-04-24 00:00:00+00:00,167.3414764404297,140.0121307373047,185.10369873046875,58.078948974609375,402.8763732910156,165.08602905273438,154.2817840576172,113.207763671875
2024-04-25 00:00:00+00:00,168.20281982421875,138.4002227783203,185.3817138671875,58.25823974609375,393.00787353515625,164.40673828125,154.2343292236328,113.46961975097656
2024-04-26 00:00:00+00:00,167.61866760253906,137.7592010498047,185.49676513671875,58.25823974609375,400.1777648925781,163.3831329345703,153.03878784179688,110.31794738769531
2024-04-29 00:00:00+00:00,171.7769775390625,138.4002227783203,185.29544067382812,58.541316986083984,396.1693115234375,163.9042510986328,153.3898468017578,111.88910675048828
2024-04-30 00:00:00+00:00,168.6384735107422,136.298095703125,183.8190460205078,58.28654861450195,383.4446105957031,163.6902313232422,154.85108947753906,110.60785675048828
2024-05-01 00:00:00+00:00,167.61866760253906,142.51014709472656,183.93409729003906,58.43752670288086,388.96978759765625,162.9829864501953,155.04086303710938,108.51297760009766
2024-05-02 00:00:00+00:00,171.31166076660156,141.3224334716797,183.7423553466797,58.494140625,391.82598876953125,163.2621612548828,155.4583282470703,108.7093734741211
2024-05-03 00:00:00+00:00,181.55885314941406,140.709716796875,182.63986206054688,58.66399002075195,400.51263427734375,163.91355895996094,156.046630859375,108.48492431640625
2024-05-06 00:00:00+00:00,179.90542602539062,140.05926513671875,184.0683135986328,58.83383560180664,407.2886657714844,163.6064910888672,156.0276641845703,109.18633270263672
2024-05-07 00:00:00+00:00,180.58859252929688,140.1912384033203,183.82862854003906,59.08860397338867,403.152099609375,165.6536407470703,157.28012084960938,108.6439208984375
2024-05-08 00:00:00+00:00,180.92523193359375,140.4080352783203,187.56753540039062,59.305641174316406,404.3340148925781,165.08602905273438,156.6254425048828,108.62521362304688
2024-05-09 00:00:00+00:00,182.73704528808594,141.25645446777344,189.34109497070312,59.333946228027344,406.0870666503906,165.69085693359375,157.5457763671875,110.76686096191406
2024-05-10 00:00:00+00:00,181.47796630859375,141.31298828125,190.5586395263672,59.6925163269043,408.470458984375,167.30067443847656,158.31436157226562,110.31794738769531
2024-05-13 00:00:00+00:00,184.68020629882812,142.54788208007812,190.520263671875,59.994476318359375,407.46588134765625,168.3335723876953,157.38449096679688,110.27119445800781
2024-05-14 00:00:00+00:00,185.8203125,142.6986846923828,193.18545532226562,59.54153823852539,410.26300048828125,167.37515258789062,157.28012084960938,110.94058227539062
2024-05-15 00:00:00+00:00,188.09066772460938,143.9147491455078,193.7606658935547,59.569847106933594,417.43597412109375,166.9936065673828,157.99171447753906,111.79853057861328
2024-05-16 00:00:00+00:00,188.20960998535156,145.43235778808594,194.10577392578125,59.7491340637207,415.3739013671875,170.3900604248047,159.27268981933594,111.12914276123047
2024-05-17 00:00:00+00:00,188.2393798828125,145.771728515625,196.3299560546875,59.475486755371094,414.6042785644531,169.53396606445312,159.06393432617188,112.79792022705078
2024-05-20 00:00:00+00:00,189.39932250976562,143.7476806640625,187.50042724609375,59.04143142700195,419.6658630371094,167.78457641601562,158.75082397460938,111.88341522216797
2024-05-21 00:00:00+00:00,190.69810485839844,143.7191619873047,191.2776641845703,59.36225128173828,423.3165283203125,168.50108337402344,159.73764038085938,111.11029815673828
2024-05-22 00:00:00+00:00,189.26052856445312,145.86679077148438,190.1176300048828,59.44717788696289,424.7767639160156,169.44091796875,159.22525024414062,108.87583923339844
2024-05-23 00:00:00+00:00,185.2750701904297,142.25575256347656,188.78504943847656,58.5885009765625,421.3037109375,166.81683349609375,157.02394104003906,107.01849365234375
2024-05-24 00:00:00+00:00,188.3484344482422,139.66148376464844,192.4185028076172,58.503570556640625,424.42156982421875,165.62574768066406,156.8721160888672,106.93363952636719
2024-05-28 00:00:00+00:00,188.3583526611328,137.20030212402344,191.25848388671875,58.33372497558594,424.5794677734375,161.3359832763672,154.76568603515625,108.29129028320312
2024-05-29 00:00:00+00:00,188.65577697753906,137.25732421875,189.92591857910156,58.220489501953125,423.44476318359375,159.26089477539062,153.38037109375,107.1316146850586
2024-05-30 00:00:00+00:00,189.6471710205078,138.05552673339844,191.09552001953125,58.47526550292969,409.1382141113281,158.63742065429688,154.26283264160156,107.47103881835938
2024-05-31 00:00:00+00:00,190.5989532470703,139.37640380859375,194.25917053222656,59.381134033203125,409.5920715332031,160.88931274414062,156.1225128173828,110.55402374267578
2024-06-03 00:00:00+00:00,192.36366271972656,140.39321899414062,193.48265075683594,59.381134033203125,408.0035400390625,159.3353271484375,156.2268829345703,107.90473175048828
2024-06-04 00:00:00+00:00,192.68093872070312,140.45021057128906,190.93251037597656,60.334163665771484,410.51953125,161.81053161621094,158.46615600585938,106.22652435302734
2024-06-05 00:00:00+00:00,194.18785095214844,138.7112274169922,189.11099243164062,60.31529235839844,418.3536376953125,161.43833923339844,157.5552978515625,106.65080261230469
2024-06-06 00:00:00+00:00,192.80978393554688,139.1388397216797,188.77548217773438,60.53232955932617,418.8568115234375,161.16848754882812,159.85147094726562,107.45218658447266
2024-06-07 00:00:00+00:00,195.19911193847656,139.7660369873047,191.6898956298828,60.30585861206055,418.1957702636719,160.41346740722656,158.5136260986328,106.30195617675781
2024-06-10 00:00:00+00:00,191.4614715576172,139.81353759765625,191.3639373779297,60.00390625,422.162109375,155.5928192138672,158.78878784179688,106.61309051513672
2024-06-11 00:00:00+00:00,205.3709716796875,139.46194458007812,186.33082580566406,59.966163635253906,426.9079284667969,154.8144073486328,158.91212463378906,105.75511932373047
2024-06-12 00:00:00+00:00,211.24014282226562,138.17906188964844,183.6177215576172,59.333946228027344,435.1761474609375,153.65142822265625,156.72979736328125,104.58604431152344
2024-06-13 00:00:00+00:00,212.4001007080078,138.21707153320312,185.6597442626953,59.437747955322266,435.689208984375,153.1824951171875,157.89686584472656,103.74694061279297
2024-06-14 00:00:00+00:00,210.66514587402344,138.30259704589844,185.7747802734375,59.480533599853516,436.666015625,153.63267517089844,158.25743103027344,102.87012481689453
2024-06-17 00:00:00+00:00,214.8092041015625,138.6922149658203,186.92520141601562,59.547096252441406,442.3886413574219,155.81793212890625,158.93109130859375,102.16301727294922
2024-06-18 00:00:00+00:00,212.4496612548828,138.4071502685547,188.8617706298828,59.556610107421875,440.3857116699219,156.13681030273438,159.93687438964844,103.12466430664062
2024-06-20 00:00:00+00:00,207.87924194335938,140.43121337890625,190.4627685546875,59.12869644165039,439.7542724609375,156.32435607910156,159.09242248535156,105.34971618652344
2024-06-21 00:00:00+00:00,205.70806884765625,141.3529815673828,188.19070434570312,59.68974304199219,443.77984619140625,156.8870849609375,159.6522216796875,104.4257583618164
2024-06-24 00:00:00+00:00,206.35252380371094,141.70457458496094,190.6641082763672,60.83085250854492,441.697998046875,157.6374053955078,159.83248901367188,107.52761840820312
2024-06-25 00:00:00+00:00,207.27450561523438,139.87054443359375,189.88754272460938,60.70723342895508,444.9342346191406,156.95274353027344,158.31436157226562,107.82930755615234
2024-06-26 00:00:00+00:00,211.41859436035156,139.51898193359375,189.2740020751953,60.906925201416016,446.1280822753906,156.3806610107422,158.8836669921875,107.86701965332031
2024-06-27 00:00:00+00:00,212.2613067626953,138.54966735839844,190.94212341308594,60.77379608154297,446.80889892578125,155.9304656982422,158.09613037109375,108.32899475097656
2024-06-28 00:00:00+00:00,208.81117248535156,138.8917999267578,193.90447998046875,60.52656173706055,440.9875793457031,154.68309020996094,156.48309326171875,108.53641510009766
2024-07-01 00:00:00+00:00,214.88851928710938,139.15785217285156,196.96267700195312,60.17471694946289,450.6371154785156,152.7698516845703,154.39566040039062,108.38557434082031
2024-07-02 00:00:00+00:00,218.37831115722656,138.76824951171875,200.20306396484375,60.05109405517578,453.15313720703125,153.41697692871094,155.51527404785156,107.6501693725586
2024-07-03 00:00:00+00:00,219.64732360839844,138.44515991210938,200.06884765625,60.222259521484375,454.6231994628906,152.4978790283203,155.4488525390625,108.19701385498047
2024-07-05 00:00:00+00:00,224.3961639404297,139.19586181640625,197.41783142089844,60.63115692138672,461.3226318359375,154.17666625976562,156.75827026367188,106.88648986816406
2024-07-08 00:00:00+00:00,225.8634796142578,138.24560546875,197.78414916992188,59.87041473388672,460.02020263671875,152.0476837158203,158.00125122070312,105.76455688476562
2024-07-09 00:00:00+00:00,226.71607971191406,139.73751831054688,200.15560913085938,59.61366271972656,453.4096374511719,151.8413543701172,157.1852264404297,104.59546661376953
2024-07-10 00:00:00+00:00,230.97915649414062,141.9991455078125,200.31947326660156,59.74679946899414,460.0301513671875,153.42637634277344,158.2669219970703,105.51942443847656
2024-07-11 00:00:00+00:00,225.6156005859375,142.25575256347656,199.9820556640625,60.0035400390625,448.63421630859375,153.7639923095703,157.0713653564453,106.77335357666016
2024-07-12 00:00:00+00:00,228.5601043701172,142.42677307128906,197.5624237060547,60.5741081237793,447.4995422363281,156.0430145263672,158.08660888671875,106.7922134399414
2024-07-15 00:00:00+00:00,232.38694763183594,141.81861877441406,202.48849487304688,60.29833221435547,447.904052734375,153.67958068847656,156.16049194335938,108.62126922607422
2024-07-16 00:00:00+00:00,232.80335998535156,143.50057983398438,205.92996215820312,61.11613082885742,443.5233154296875,154.52366638183594,158.40924072265625,109.40380859375
2024-07-17 00:00:00+00:00,226.91436767578125,148.7936248779297,209.06295776367188,62.010005950927734,437.60333251953125,159.33494567871094,160.7718505859375,110.91230010986328
2024-07-18 00:00:00+00:00,222.25473022460938,147.6912841796875,202.42098999023438,61.99098587036133,434.4953918457031,159.78509521484375,159.8230438232422,112.00596618652344
2024-07-19 00:00:00+00:00,222.38360595703125,146.99761962890625,202.2281951904297,62.08607864379883,431.2788391113281,158.83787536621094,160.32608032226562,109.43209075927734
2024-07-22 00:00:00+00:00,222.03663635253906,146.5699920654297,202.710205078125,61.591590881347656,437.0310974121094,157.24351501464844,160.60289001464844,108.6778335571289
2024-07-23 00:00:00+00:00,223.07762145996094,144.77395629882812,202.75839233398438,61.77227020263672,438.9156494140625,155.94921875,159.04696655273438,106.92422485351562
2024-07-24 00:00:00+00:00,216.6631622314453,148.50856018066406,201.08103942871094,62.58055877685547,423.1783752441406,157.7218017578125,160.36424255371094,108.43270874023438
2024-07-25 00:00:00+00:00,215.6221923828125,151.70144653320312,201.1581268310547,62.82780075073242,412.81842041015625,160.3947296142578,159.31423950195312,110.71430969238281
2024-07-26 00:00:00+00:00,216.08816528320312,152.65171813964844,204.59963989257812,63.75971603393555,419.5968322753906,162.0172576904297,161.42379760742188,110.62003326416016
2024-07-29 00:00:00+00:00,216.3657684326172,150.67514038085938,203.25967407226562,63.55051040649414,421.037353515625,162.4486846923828,162.20651245117188,109.46037292480469
2024-07-30 00:00:00+00:00,216.92095947265625,153.3074188232422,207.44345092773438,64.35879516601562,417.27813720703125,162.4205322265625,154.35060119628906,111.41199493408203
2024-07-31 00:00:00+00:00,220.1727752685547,150.00047302246094,205.13949584960938,63.46492004394531,412.76910400390625,161.94223022460938,153.4532928466797,111.80796813964844
2024-08-01 00:00:00+00:00,216.48471069335938,152.76573181152344,200.47372436523438,64.62504577636719,411.5456848144531,164.08995056152344,158.1592559814453,110.26174926757812
2024-08-02 00:00:00+00:00,217.9718475341797,155.9776611328125,191.97120666503906,65.9278335571289,403.0406494140625,166.9785919189453,162.3497314453125,110.19576263427734
2024-08-05 00:00:00+00:00,207.4727783203125,153.2313690185547,187.8838348388672,64.75818634033203,389.87860107421875,163.2270965576172,160.4215087890625,108.20643615722656
2024-08-06 00:00:00+00:00,205.45028686523438,151.0647735595703,193.12802124023438,64.71064758300781,394.27911376953125,161.77340698242188,160.4501495361328,107.6313247680664
2024-08-07 00:00:00+00:00,208.01808166503906,150.99822998046875,193.1858673095703,65.10051727294922,393.1148681640625,161.11688232421875,162.2924346923828,109.06439208984375
2024-08-08 00:00:00+00:00,211.47808837890625,152.2526092529297,196.71409606933594,65.35726928710938,397.3180236816406,161.66085815429688,163.10382080078125,111.14800262451172
2024-08-09 00:00:00+00:00,214.3829345703125,152.6326904296875,198.39144897460938,65.30972290039062,400.60357666015625,161.67962646484375,162.78880310058594,112.05310821533203
2024-08-12 00:00:00+00:00,215.91146850585938,151.92950439453125,198.76744079589844,64.82474517822266,401.3830871582031,160.7698974609375,159.2283172607422,112.19451904296875
2024-08-13 00:00:00+00:00,219.62364196777344,150.5135955810547,200.45443725585938,65.10051727294922,408.4869689941406,161.66085815429688,159.6865234375,111.11971282958984
2024-08-14 00:00:00+00:00,220.07029724121094,150.59913635253906,202.67164611816406,65.2146224975586,411.2989807128906,162.91761779785156,161.12789916992188,112.14738464355469
2024-08-15 00:00:00+00:00,223.04798889160156,151.1787872314453,203.93447875976562,65.28119659423828,416.162109375,161.80157470703125,160.2878875732422,112.8411865234375
2024-08-16 00:00:00+00:00,224.3680877685547,151.46385192871094,206.26734924316406,65.78518676757812,413.6316833496094,161.8953094482422,160.25924682617188,112.3089599609375
2024-08-19 00:00:00+00:00,224.20924377441406,151.69195556640625,207.694091796875,65.59500122070312,416.6563415527344,163.02076721191406,160.76515197753906,112.6511001586914
2024-08-20 00:00:00+00:00,224.8246612548828,152.19557189941406,206.7975616455078,65.97537231445312,419.8885498046875,164.92466735839844,162.6647186279297,108.89701080322266
2024-08-21 00:00:00+00:00,224.71548461914062,153.4024200439453,206.87466430664062,66.15604400634766,419.2361145019531,164.3244171142578,162.42608642578125,108.20320892333984
2024-08-22 00:00:00+00:00,222.85939025878906,154.2766876220703,208.8316192626953,65.9278335571289,410.74542236328125,164.82150268554688,162.41651916503906,109.0395736694336
2024-08-23 00:00:00+00:00,225.15219116210938,155.96817016601562,210.4511260986328,66.36524200439453,411.9711608886719,164.94338989257812,161.48106384277344,110.55069732666016
2024-08-26 00:00:00+00:00,225.4896697998047,156.42428588867188,211.28018188476562,67.36373138427734,408.70928955078125,165.03720092773438,162.60743713378906,112.91720581054688
2024-08-27 00:00:00+00:00,226.33334350585938,156.0221405029297,212.25379943847656,67.99134826660156,409.0552673339844,164.40884399414062,161.55743408203125,111.84325408935547
2024-08-28 00:00:00+00:00,224.80479431152344,156.95091247558594,213.3238525390625,68.22907257080078,405.85272216796875,163.1145477294922,161.37606811523438,110.74078369140625
2024-08-29 00:00:00+00:00,228.08023071289062,157.24771118164062,214.2107391357422,68.51435089111328,408.3435974121094,161.39822387695312,162.30197143554688,112.27092742919922
2024-08-30 00:00:00+00:00,227.296142578125,158.80841064453125,216.70751953125,68.91374206542969,412.3171081542969,162.13917541503906,163.7433624267578,112.09036254882812
2024-09-03 00:00:00+00:00,221.1125030517578,160.05316162109375,212.36947631835938,69.42724609375,404.7060852050781,166.50965881347656,166.58790588378906,109.74287414550781
2024-09-04 00:00:00+00:00,219.206787109375,160.2446746826172,211.43438720703125,68.99932098388672,404.1723327636719,167.4287872314453,167.90518188476562,108.40279388427734
2024-09-05 00:00:00+00:00,220.7253875732422,157.9754180908203,209.7956085205078,67.67752838134766,403.668212890625,168.1603240966797,167.4947509765625,107.55693817138672
2024-09-06 00:00:00+00:00,219.177001953125,157.391357421875,204.81173706054688,67.64900970458984,397.0556335449219,167.5885772705078,167.60926818847656,107.05322265625
2024-09-09 00:00:00+00:00,219.2663116455078,159.52655029296875,209.005126953125,68.32416534423828,401.02911376953125,168.39183044433594,168.0579071044922,109.3056869506836
